User_ID,Age,Gender,Caloric Goal (kcal),Dietary Preferences,Allergies,Meal Plan,Calories Per Meal,Macronutrients,Recipes
649,42,Female,2127,Vegetarian,None,Snacks,437,High Protein,Steak and Vegetables
650,49,Male,1943,Vegan,None,Lunch,656,High Protein,Quinoa Bowl
651,18,Male,2051,Vegetarian,Shellfish,Lunch,730,High Fat,Grilled Chicken Salad
652,50,Male,2376,Vegan,Nuts,Breakfast,782,High Fat,Quinoa Bowl
653,23,Male,3239,None,Nuts,Snacks,708,Low Carb,Steak and Vegetables
654,30,Male,2324,Gluten-Free,Nuts,Breakfast,733,High Protein,Vegan Smoothie
655,34,Male,3028,None,None,Snacks,305,Balanced,Quinoa Bowl
656,33,Male,2582,Vegetarian,Dairy,Lunch,465,Balanced,Steak and Vegetables
657,55,Male,3319,Gluten-Free,Dairy,Dinner,336,High Fat,Grilled Chicken Salad
658,39,Female,2259,None,Shellfish,Snacks,792,High Protein,Grilled Chicken Salad
659,60,Male,2912,Gluten-Free,Nuts,Breakfast,522,High Protein,Steak and Vegetables
660,58,Male,1969,Gluten-Free,Dairy,Lunch,643,High Protein,Steak and Vegetables
661,24,Male,2651,Gluten-Free,None,Breakfast,353,Low Carb,Quinoa Bowl
662,19,Female,2013,Vegan,Shellfish,Dinner,776,High Protein,Grilled Chicken Salad
663,18,Female,3076,Vegetarian,Dairy,Breakfast,718,High Fat,Steak and Vegetables
664,36,Female,1565,None,Shellfish,Dinner,592,Low Carb,Steak and Vegetables
665,33,Male,1788,Vegetarian,Shellfish,Dinner,654,High Fat,Grilled Chicken Salad
666,51,Female,1952,Gluten-Free,None,Lunch,557,High Fat,Vegan Smoothie
667,46,Male,1621,Gluten-Free,None,Lunch,634,High Fat,Grilled Chicken Salad
668,25,Female,2227,Gluten-Free,None,Dinner,471,High Fat,Steak and Vegetables
669,43,Female,3073,Gluten-Free,None,Lunch,364,High Fat,Grilled Chicken Salad
670,28,Male,1528,Gluten-Free,None,Dinner,516,High Protein,Grilled Chicken Salad
671,27,Male,1604,Gluten-Free,Shellfish,Lunch,565,Low Carb,Quinoa Bowl
672,21,Female,1863,Vegetarian,Shellfish,Dinner,675,High Fat,Quinoa Bowl
673,51,Male,3235,Vegan,None,Dinner,653,Low Carb,Steak and Vegetables
674,40,Female,3009,Vegan,Nuts,Lunch,403,High Protein,Grilled Chicken Salad
675,19,Female,2573,Vegetarian,None,Snacks,368,High Protein,Grilled Chicken Salad
676,50,Male,2079,Vegetarian,Shellfish,Lunch,488,High Protein,Vegan Smoothie
677,49,Male,1570,Vegetarian,Shellfish,Lunch,637,High Protein,Steak and Vegetables
678,37,Male,3252,Vegetarian,Dairy,Breakfast,395,High Fat,Steak and Vegetables
679,30,Female,3477,None,Dairy,Lunch,772,Low Carb,Steak and Vegetables
680,20,Male,1885,Vegan,Shellfish,Dinner,429,High Protein,Vegan Smoothie
681,46,Male,2146,Vegan,Nuts,Snacks,586,Balanced,Steak and Vegetables
682,35,Female,2121,Vegetarian,Shellfish,Lunch,587,Balanced,Grilled Chicken Salad
683,23,Male,2211,None,Shellfish,Dinner,448,High Fat,Grilled Chicken Salad
684,31,Male,1946,Vegetarian,Nuts,Lunch,765,High Protein,Steak and Vegetables
685,21,Male,2261,Vegan,None,Dinner,792,Low Carb,Grilled Chicken Salad
686,43,Male,1674,None,Dairy,Dinner,308,Balanced,Steak and Vegetables
687,29,Male,2040,Gluten-Free,None,Snacks,386,High Fat,Steak and Vegetables
688,55,Female,1944,Gluten-Free,Shellfish,Breakfast,465,Low Carb,Vegan Smoothie
689,45,Male,2626,Gluten-Free,None,Snacks,386,High Fat,Quinoa Bowl
690,58,Male,3376,Gluten-Free,Shellfish,Snacks,674,High Fat,Steak and Vegetables
691,23,Male,3248,None,None,Breakfast,571,High Protein,Steak and Vegetables
692,55,Male,1865,Vegetarian,Nuts,Dinner,739,High Fat,Quinoa Bowl
693,61,Male,2484,Vegan,None,Dinner,570,High Fat,Vegan Smoothie
694,21,Female,2426,None,None,Dinner,707,High Protein,Vegan Smoothie
695,25,Female,3126,Gluten-Free,Shellfish,Lunch,607,High Protein,Steak and Vegetables
696,61,Male,1532,None,Nuts,Lunch,538,Balanced,Steak and Vegetables
697,48,Female,2434,Vegan,Dairy,Lunch,660,High Fat,Quinoa Bowl
698,49,Female,1769,None,Dairy,Snacks,337,High Protein,Quinoa Bowl
699,21,Female,2813,Gluten-Free,Shellfish,Dinner,507,Low Carb,Vegan Smoothie
700,45,Female,1658,None,Nuts,Dinner,726,Low Carb,Grilled Chicken Salad
701,24,Male,1931,Vegetarian,None,Lunch,640,Low Carb,Vegan Smoothie
702,26,Male,2240,None,None,Snacks,325,High Fat,Grilled Chicken Salad
703,20,Male,1953,None,Dairy,Snacks,741,High Protein,Quinoa Bowl
704,50,Female,2805,Gluten-Free,None,Breakfast,600,Low Carb,Steak and Vegetables
705,37,Male,2232,Gluten-Free,None,Snacks,590,Balanced,Quinoa Bowl
706,36,Male,2191,Vegan,None,Breakfast,344,Balanced,Steak and Vegetables
707,33,Female,2639,Vegan,Nuts,Snacks,453,Low Carb,Steak and Vegetables
708,20,Female,1531,Vegan,None,Breakfast,795,Balanced,Quinoa Bowl
709,23,Female,3296,Gluten-Free,None,Snacks,527,Low Carb,Steak and Vegetables
710,55,Female,3471,None,Nuts,Breakfast,750,Balanced,Steak and Vegetables
711,46,Male,1881,None,Shellfish,Breakfast,581,High Fat,Steak and Vegetables
712,51,Male,2200,Vegetarian,Shellfish,Snacks,667,Balanced,Grilled Chicken Salad
713,31,Female,3310,Gluten-Free,Shellfish,Breakfast,562,High Protein,Grilled Chicken Salad
714,43,Male,3413,Gluten-Free,Dairy,Snacks,578,Low Carb,Vegan Smoothie
715,51,Male,2852,Vegan,Nuts,Breakfast,404,High Fat,Grilled Chicken Salad
716,26,Female,1644,Vegetarian,Nuts,Breakfast,482,Low Carb,Quinoa Bowl
717,50,Female,3073,Gluten-Free,Shellfish,Lunch,702,Balanced,Quinoa Bowl
718,36,Male,2716,Vegan,Nuts,Dinner,440,Balanced,Steak and Vegetables
719,26,Female,2472,Vegan,None,Lunch,770,High Fat,Steak and Vegetables
720,56,Female,1904,Vegetarian,Dairy,Dinner,364,High Protein,Grilled Chicken Salad
721,23,Male,2537,Vegan,Shellfish,Snacks,689,Low Carb,Quinoa Bowl
722,40,Male,2734,Vegan,None,Dinner,371,High Protein,Vegan Smoothie
723,62,Male,3344,Gluten-Free,Shellfish,Dinner,529,Balanced,Vegan Smoothie
724,26,Male,3305,Vegan,Nuts,Breakfast,775,Balanced,Steak and Vegetables
725,43,Male,3273,None,None,Dinner,647,High Protein,Vegan Smoothie
726,27,Male,1699,Vegan,Shellfish,Snacks,379,Balanced,Grilled Chicken Salad
727,23,Male,2970,None,Dairy,Snacks,672,High Fat,Grilled Chicken Salad
728,31,Male,2627,Gluten-Free,Dairy,Lunch,651,Balanced,Quinoa Bowl
729,34,Female,1780,Vegan,Nuts,Dinner,322,High Fat,Quinoa Bowl
730,21,Female,3151,Vegan,Nuts,Snacks,617,Low Carb,Steak and Vegetables
731,64,Female,3053,None,None,Snacks,561,Balanced,Vegan Smoothie
732,31,Male,3368,Vegetarian,None,Lunch,498,Low Carb,Quinoa Bowl
733,41,Male,1971,None,Nuts,Lunch,370,Balanced,Quinoa Bowl
734,30,Female,2451,None,Nuts,Lunch,744,Low Carb,Vegan Smoothie
735,54,Female,2660,None,Nuts,Breakfast,436,High Fat,Steak and Vegetables
736,18,Female,1717,Gluten-Free,Dairy,Breakfast,645,High Fat,Vegan Smoothie
737,55,Male,3419,None,Nuts,Breakfast,794,High Fat,Vegan Smoothie
738,50,Male,2546,Vegetarian,Dairy,Lunch,510,Balanced,Quinoa Bowl
739,34,Male,1981,None,None,Snacks,518,Low Carb,Grilled Chicken Salad
740,31,Female,2280,Vegetarian,Nuts,Lunch,596,High Fat,Quinoa Bowl
741,34,Male,1731,Vegan,Nuts,Lunch,632,Low Carb,Steak and Vegetables
742,63,Male,2690,None,Shellfish,Snacks,512,Low Carb,Steak and Vegetables
743,33,Female,3433,Vegan,Dairy,Lunch,789,High Fat,Vegan Smoothie
744,24,Female,3096,Gluten-Free,Nuts,Lunch,711,High Fat,Grilled Chicken Salad
745,59,Male,2232,Gluten-Free,Nuts,Lunch,426,Low Carb,Vegan Smoothie
746,64,Female,2753,Vegan,Shellfish,Lunch,687,High Fat,Grilled Chicken Salad
747,29,Male,1590,Vegetarian,Dairy,Breakfast,499,High Protein,Vegan Smoothie
748,40,Male,3121,Vegan,None,Snacks,332,Low Carb,Vegan Smoothie
749,57,Male,2180,None,Dairy,Dinner,314,Balanced,Vegan Smoothie
750,23,Female,3440,Vegetarian,Dairy,Lunch,356,High Protein,Grilled Chicken Salad
751,60,Male,2329,None,Shellfish,Breakfast,543,Balanced,Grilled Chicken Salad
752,55,Female,2901,Vegan,None,Breakfast,306,High Fat,Grilled Chicken Salad
753,47,Female,2950,Vegan,Shellfish,Snacks,753,High Fat,Quinoa Bowl
754,39,Male,2932,None,Nuts,Snacks,733,High Fat,Quinoa Bowl
755,18,Female,2808,Gluten-Free,Shellfish,Lunch,635,Balanced,Vegan Smoothie
756,20,Male,1649,Vegan,Shellfish,Breakfast,363,High Protein,Vegan Smoothie
757,57,Female,1576,None,None,Lunch,365,Low Carb,Steak and Vegetables
758,57,Female,2359,Vegan,Shellfish,Snacks,516,High Protein,Vegan Smoothie
759,18,Female,2280,None,Nuts,Dinner,606,Balanced,Quinoa Bowl
760,54,Female,1585,Vegan,Nuts,Breakfast,574,High Fat,Quinoa Bowl
761,53,Male,2185,Vegetarian,Nuts,Breakfast,351,High Protein,Steak and Vegetables
762,50,Male,2764,Vegetarian,None,Dinner,400,Low Carb,Quinoa Bowl
763,55,Female,2358,Gluten-Free,Nuts,Dinner,554,Low Carb,Quinoa Bowl
764,62,Male,2617,Vegan,Nuts,Dinner,752,High Protein,Grilled Chicken Salad
765,56,Female,2453,None,Nuts,Snacks,614,High Fat,Grilled Chicken Salad
766,61,Female,2679,Gluten-Free,Shellfish,Snacks,357,Balanced,Steak and Vegetables
767,28,Male,1610,None,Dairy,Breakfast,703,Low Carb,Vegan Smoothie
768,63,Female,2692,None,Shellfish,Snacks,675,Low Carb,Quinoa Bowl
769,49,Female,2948,None,None,Dinner,418,Balanced,Quinoa Bowl
770,36,Male,2671,Vegan,Shellfish,Snacks,322,High Protein,Vegan Smoothie
771,38,Female,2366,Vegan,Dairy,Lunch,506,High Fat,Vegan Smoothie
772,28,Male,1550,Vegetarian,Shellfish,Lunch,564,High Fat,Grilled Chicken Salad
773,39,Male,3149,Vegan,Nuts,Breakfast,690,Low Carb,Grilled Chicken Salad
774,36,Male,3171,Vegetarian,Dairy,Lunch,528,High Fat,Steak and Vegetables
775,45,Female,2389,Vegan,Dairy,Snacks,302,Balanced,Vegan Smoothie
776,49,Male,2189,Vegan,Shellfish,Dinner,426,High Protein,Steak and Vegetables
777,43,Male,1659,Vegan,Shellfish,Lunch,387,High Fat,Vegan Smoothie
778,36,Male,2378,Gluten-Free,Shellfish,Snacks,384,Balanced,Grilled Chicken Salad
779,32,Male,3462,Vegetarian,Nuts,Dinner,393,High Fat,Steak and Vegetables
780,22,Male,2840,Gluten-Free,Nuts,Breakfast,701,Balanced,Vegan Smoothie
781,29,Female,2626,Vegetarian,Dairy,Dinner,741,Balanced,Vegan Smoothie
782,62,Male,2864,Gluten-Free,Dairy,Lunch,635,High Fat,Steak and Vegetables
783,40,Male,1713,Gluten-Free,Nuts,Dinner,792,High Fat,Steak and Vegetables
784,34,Male,2867,Vegan,Dairy,Breakfast,413,High Protein,Grilled Chicken Salad
785,28,Female,2992,Vegan,Nuts,Dinner,380,High Protein,Grilled Chicken Salad
786,48,Female,2183,Gluten-Free,None,Snacks,732,Balanced,Steak and Vegetables
787,58,Male,2175,None,None,Lunch,326,High Fat,Grilled Chicken Salad
788,25,Female,3231,Vegetarian,Dairy,Breakfast,407,High Fat,Vegan Smoothie
789,57,Male,2375,Vegetarian,None,Lunch,501,High Fat,Grilled Chicken Salad
790,39,Male,2790,Vegan,None,Snacks,361,High Protein,Grilled Chicken Salad
791,49,Female,3299,Vegetarian,Shellfish,Lunch,703,Balanced,Grilled Chicken Salad
792,27,Female,3295,Vegan,Shellfish,Lunch,555,High Fat,Vegan Smoothie
793,56,Male,3109,None,Nuts,Dinner,730,High Fat,Grilled Chicken Salad
794,55,Male,1511,Vegan,Nuts,Lunch,576,High Protein,Steak and Vegetables
795,62,Female,2876,Vegan,Nuts,Snacks,506,Balanced,Vegan Smoothie
796,23,Male,2560,Gluten-Free,Dairy,Snacks,438,High Fat,Grilled Chicken Salad
797,52,Female,2972,None,None,Snacks,565,Low Carb,Vegan Smoothie
798,28,Male,1836,Vegan,Nuts,Breakfast,313,High Fat,Steak and Vegetables
799,35,Male,1641,Vegetarian,Dairy,Breakfast,484,Balanced,Quinoa Bowl
800,50,Male,3389,Vegan,Nuts,Snacks,664,High Protein,Quinoa Bowl
801,58,Male,2563,Gluten-Free,Dairy,Lunch,418,High Fat,Vegan Smoothie
802,30,Male,3382,Vegetarian,Nuts,Dinner,667,Low Carb,Steak and Vegetables
803,56,Female,3027,None,None,Dinner,554,Low Carb,Steak and Vegetables
804,22,Male,2803,Gluten-Free,Shellfish,Breakfast,475,High Fat,Quinoa Bowl
805,53,Male,2861,Vegetarian,None,Dinner,372,Balanced,Vegan Smoothie
806,63,Male,3354,Vegan,Shellfish,Snacks,664,High Fat,Grilled Chicken Salad
807,42,Female,1771,None,Shellfish,Breakfast,665,Low Carb,Quinoa Bowl
808,21,Female,3086,None,None,Lunch,457,Low Carb,Steak and Vegetables
809,64,Male,2539,Gluten-Free,Shellfish,Lunch,698,High Fat,Steak and Vegetables
810,46,Female,1557,Vegetarian,None,Dinner,380,Balanced,Quinoa Bowl
811,41,Female,2174,Gluten-Free,Shellfish,Breakfast,353,Low Carb,Quinoa Bowl
812,59,Male,2719,Gluten-Free,None,Breakfast,523,Balanced,Vegan Smoothie
813,38,Male,1725,Vegetarian,Nuts,Breakfast,716,Low Carb,Grilled Chicken Salad
814,58,Female,1660,Vegetarian,Shellfish,Breakfast,571,High Protein,Vegan Smoothie
815,28,Male,2226,None,Dairy,Dinner,638,Balanced,Steak and Vegetables
816,44,Male,2515,Vegetarian,Nuts,Breakfast,606,High Protein,Steak and Vegetables
817,54,Male,3109,Vegan,Nuts,Snacks,749,High Fat,Vegan Smoothie
818,58,Female,2580,None,None,Breakfast,356,High Protein,Steak and Vegetables
819,27,Male,2726,Gluten-Free,Shellfish,Breakfast,303,Balanced,Steak and Vegetables
820,28,Female,2591,Gluten-Free,Shellfish,Breakfast,432,High Fat,Vegan Smoothie
821,60,Male,2231,Vegan,Dairy,Lunch,337,Low Carb,Quinoa Bowl
822,26,Male,3303,Vegetarian,None,Lunch,691,Balanced,Vegan Smoothie
823,59,Male,2796,Vegetarian,None,Breakfast,613,High Fat,Vegan Smoothie
824,20,Female,3408,Vegetarian,None,Snacks,531,Low Carb,Grilled Chicken Salad
825,61,Male,2848,Vegetarian,Shellfish,Lunch,707,Balanced,Grilled Chicken Salad
826,23,Female,3003,Gluten-Free,Nuts,Dinner,330,Balanced,Vegan Smoothie
827,42,Male,2781,None,Nuts,Breakfast,550,High Fat,Steak and Vegetables
828,24,Female,2728,Vegan,Dairy,Snacks,704,High Protein,Quinoa Bowl
829,44,Female,2224,Vegetarian,Nuts,Snacks,633,High Fat,Quinoa Bowl
830,39,Female,2024,Gluten-Free,None,Dinner,370,Balanced,Vegan Smoothie
831,36,Female,1659,Vegetarian,Dairy,Dinner,622,High Fat,Vegan Smoothie
832,47,Male,2880,None,Dairy,Snacks,325,High Fat,Quinoa Bowl
833,39,Female,1668,Gluten-Free,Dairy,Lunch,327,High Fat,Grilled Chicken Salad
834,40,Male,1903,Vegetarian,None,Lunch,663,High Fat,Grilled Chicken Salad
835,29,Female,2710,Gluten-Free,None,Snacks,382,High Protein,Vegan Smoothie
836,19,Male,1756,None,Dairy,Lunch,440,High Fat,Grilled Chicken Salad
837,46,Male,1930,Gluten-Free,Dairy,Breakfast,614,High Protein,Quinoa Bowl
838,46,Male,2314,Gluten-Free,Shellfish,Dinner,480,High Fat,Grilled Chicken Salad
839,31,Male,1586,Vegan,Nuts,Dinner,492,High Protein,Vegan Smoothie
840,26,Female,1704,Vegan,None,Lunch,530,High Fat,Steak and Vegetables
841,62,Male,2656,Gluten-Free,Nuts,Lunch,337,High Protein,Grilled Chicken Salad
842,59,Male,3268,None,Shellfish,Breakfast,552,Balanced,Grilled Chicken Salad
843,43,Male,2878,Vegan,None,Breakfast,436,High Fat,Grilled Chicken Salad
844,46,Female,3291,Gluten-Free,None,Snacks,768,High Protein,Steak and Vegetables
845,22,Male,2143,Vegetarian,Dairy,Lunch,492,Low Carb,Quinoa Bowl
846,39,Male,1821,Vegan,None,Lunch,371,Low Carb,Grilled Chicken Salad
847,46,Female,2187,None,Dairy,Lunch,449,High Protein,Grilled Chicken Salad
848,30,Male,1553,Vegan,Dairy,Dinner,325,Low Carb,Quinoa Bowl
849,35,Male,3166,Vegan,Nuts,Breakfast,362,Low Carb,Grilled Chicken Salad
850,24,Male,3313,Vegan,Dairy,Dinner,391,Low Carb,Steak and Vegetables
851,30,Female,2985,None,Shellfish,Lunch,508,High Protein,Vegan Smoothie
852,62,Male,2856,Gluten-Free,Dairy,Snacks,360,Low Carb,Grilled Chicken Salad
853,53,Male,3421,Vegan,Nuts,Breakfast,612,Balanced,Grilled Chicken Salad
854,38,Female,3474,Vegan,Shellfish,Lunch,320,Balanced,Steak and Vegetables
855,45,Female,1700,Gluten-Free,None,Dinner,391,High Fat,Vegan Smoothie
856,61,Female,1771,Vegetarian,None,Breakfast,637,Low Carb,Vegan Smoothie
857,55,Male,1895,Vegan,Shellfish,Breakfast,332,Balanced,Grilled Chicken Salad
858,20,Female,2195,Gluten-Free,None,Lunch,648,Balanced,Quinoa Bowl
859,45,Female,1677,Vegetarian,Dairy,Snacks,522,Balanced,Vegan Smoothie
860,62,Male,2205,Vegan,None,Lunch,311,High Protein,Vegan Smoothie
861,39,Male,1596,Vegan,Nuts,Dinner,614,High Protein,Steak and Vegetables
862,60,Female,2497,None,None,Dinner,345,High Fat,Grilled Chicken Salad
863,60,Female,2096,Vegetarian,Shellfish,Dinner,510,Low Carb,Quinoa Bowl
864,50,Male,2986,Vegetarian,Shellfish,Snacks,780,Balanced,Steak and Vegetables
865,30,Male,2089,Gluten-Free,Shellfish,Breakfast,417,Balanced,Vegan Smoothie
866,58,Female,2918,Vegan,Shellfish,Lunch,393,High Protein,Steak and Vegetables
867,62,Female,1645,Vegetarian,Shellfish,Breakfast,561,High Fat,Quinoa Bowl
868,54,Male,2062,None,Shellfish,Breakfast,703,High Protein,Vegan Smoothie
869,22,Male,2740,Vegan,Shellfish,Breakfast,417,High Fat,Steak and Vegetables
870,53,Male,2467,Vegan,Shellfish,Breakfast,716,Low Carb,Vegan Smoothie
871,57,Male,1747,Vegetarian,Dairy,Snacks,584,High Fat,Grilled Chicken Salad
872,25,Male,2077,Gluten-Free,Nuts,Dinner,480,High Fat,Grilled Chicken Salad
873,19,Female,1583,Vegan,Nuts,Dinner,742,Low Carb,Quinoa Bowl
874,61,Female,2964,None,Shellfish,Snacks,544,High Fat,Steak and Vegetables
875,60,Female,1909,Vegan,Dairy,Snacks,353,Low Carb,Grilled Chicken Salad
876,58,Female,2371,Gluten-Free,Dairy,Lunch,736,Low Carb,Vegan Smoothie
877,34,Female,2981,Vegan,None,Snacks,668,High Fat,Steak and Vegetables
878,21,Male,1999,Vegetarian,Shellfish,Lunch,462,High Protein,Grilled Chicken Salad
879,36,Female,2002,Vegan,Dairy,Lunch,325,High Protein,Grilled Chicken Salad
880,51,Male,3235,Gluten-Free,Dairy,Snacks,578,High Fat,Quinoa Bowl
881,34,Female,1603,Vegan,Shellfish,Dinner,720,High Fat,Quinoa Bowl
882,42,Female,2617,Vegan,Shellfish,Snacks,710,Balanced,Grilled Chicken Salad
883,22,Male,3266,Vegetarian,Nuts,Breakfast,731,High Fat,Quinoa Bowl
884,34,Male,1505,None,None,Breakfast,731,High Protein,Vegan Smoothie
885,28,Female,3005,Vegetarian,None,Breakfast,450,High Protein,Quinoa Bowl
886,33,Female,2835,None,Nuts,Lunch,593,Balanced,Vegan Smoothie
887,33,Male,3021,Vegan,Nuts,Lunch,733,Balanced,Grilled Chicken Salad
888,23,Male,2058,Vegetarian,Nuts,Breakfast,541,Balanced,Grilled Chicken Salad
889,55,Female,2347,Gluten-Free,None,Breakfast,713,Balanced,Quinoa Bowl
890,56,Female,1518,None,Dairy,Snacks,606,High Protein,Steak and Vegetables
891,35,Male,1502,Gluten-Free,Shellfish,Snacks,668,Balanced,Steak and Vegetables
892,63,Female,1640,Vegetarian,Shellfish,Snacks,662,Balanced,Vegan Smoothie
893,20,Female,2093,None,None,Snacks,533,Balanced,Grilled Chicken Salad
894,35,Female,2651,None,None,Lunch,317,High Fat,Grilled Chicken Salad
895,63,Male,2308,None,Shellfish,Dinner,349,High Fat,Vegan Smoothie
896,24,Female,1874,Vegan,Shellfish,Snacks,491,High Protein,Grilled Chicken Salad
897,28,Male,2948,Vegetarian,None,Lunch,521,Balanced,Grilled Chicken Salad
898,64,Female,1506,Vegetarian,Dairy,Lunch,382,Low Carb,Vegan Smoothie
899,32,Female,3057,Vegetarian,Nuts,Snacks,408,Balanced,Grilled Chicken Salad
900,54,Male,1530,None,Nuts,Breakfast,363,High Protein,Quinoa Bowl
901,31,Female,2136,None,Shellfish,Breakfast,469,Balanced,Grilled Chicken Salad
902,40,Male,2523,Vegetarian,Dairy,Breakfast,726,Balanced,Quinoa Bowl
903,53,Female,3118,Gluten-Free,None,Lunch,300,Balanced,Vegan Smoothie
904,34,Male,1518,Vegetarian,None,Breakfast,472,Balanced,Vegan Smoothie
905,39,Male,1546,Gluten-Free,Dairy,Lunch,751,High Protein,Vegan Smoothie
906,41,Female,2666,None,None,Dinner,380,High Fat,Steak and Vegetables
907,44,Male,1955,Vegetarian,None,Snacks,464,High Fat,Quinoa Bowl
908,34,Female,3403,Vegetarian,Shellfish,Lunch,369,High Fat,Grilled Chicken Salad
909,40,Male,3347,Gluten-Free,Nuts,Breakfast,403,High Protein,Steak and Vegetables
910,24,Female,2123,None,Nuts,Snacks,796,Balanced,Steak and Vegetables
911,18,Male,2573,None,Shellfish,Breakfast,663,High Fat,Vegan Smoothie
912,44,Female,3032,None,Shellfish,Dinner,669,Balanced,Quinoa Bowl
913,51,Female,2028,Vegan,Shellfish,Breakfast,788,High Protein,Quinoa Bowl
914,54,Female,2045,Gluten-Free,Shellfish,Snacks,420,Low Carb,Quinoa Bowl
915,62,Female,2821,Vegan,Shellfish,Breakfast,586,Balanced,Steak and Vegetables
916,32,Male,2505,Vegan,Nuts,Dinner,593,Balanced,Grilled Chicken Salad
917,63,Female,2992,Vegetarian,None,Snacks,577,High Protein,Vegan Smoothie
918,35,Male,1784,Vegetarian,Nuts,Dinner,512,Balanced,Steak and Vegetables
919,21,Female,3491,Vegan,Nuts,Snacks,769,Low Carb,Quinoa Bowl
920,46,Male,1871,Gluten-Free,Dairy,Lunch,414,Low Carb,Steak and Vegetables
921,40,Female,3041,Vegetarian,None,Snacks,472,High Fat,Steak and Vegetables
922,60,Female,3487,Gluten-Free,Shellfish,Breakfast,462,High Fat,Grilled Chicken Salad
923,39,Male,1523,Vegetarian,Dairy,Snacks,423,High Protein,Steak and Vegetables
924,37,Female,2671,None,None,Breakfast,648,Low Carb,Quinoa Bowl
925,39,Male,2862,Vegan,Dairy,Snacks,579,High Fat,Grilled Chicken Salad
926,29,Female,2220,Vegetarian,Shellfish,Dinner,489,Low Carb,Quinoa Bowl
927,62,Male,2703,None,Dairy,Breakfast,572,High Fat,Quinoa Bowl
928,52,Female,2099,Gluten-Free,Dairy,Breakfast,783,High Protein,Quinoa Bowl
929,43,Female,3392,Vegetarian,Nuts,Breakfast,728,High Fat,Vegan Smoothie
930,31,Female,2614,None,Shellfish,Breakfast,363,High Fat,Grilled Chicken Salad
931,61,Female,3186,Vegetarian,Shellfish,Lunch,605,High Fat,Steak and Vegetables
932,37,Male,2473,None,Nuts,Dinner,322,Balanced,Steak and Vegetables
933,53,Male,2065,None,Nuts,Breakfast,373,High Fat,Grilled Chicken Salad
934,29,Female,2770,Vegetarian,None,Snacks,672,High Protein,Grilled Chicken Salad
935,26,Male,3110,Gluten-Free,Shellfish,Breakfast,520,Balanced,Steak and Vegetables
936,50,Male,3250,Vegetarian,Dairy,Breakfast,400,High Protein,Steak and Vegetables
937,41,Female,2019,Vegetarian,Dairy,Dinner,710,High Protein,Grilled Chicken Salad
938,26,Male,2004,Vegan,None,Dinner,703,High Fat,Steak and Vegetables
939,41,Male,1767,Vegan,Shellfish,Breakfast,439,High Protein,Grilled Chicken Salad
940,47,Male,3080,Vegan,None,Lunch,465,Balanced,Steak and Vegetables
941,22,Male,2894,Vegan,Nuts,Lunch,613,High Fat,Vegan Smoothie
942,25,Male,2964,Gluten-Free,Dairy,Snacks,753,Balanced,Quinoa Bowl
943,32,Female,3484,Vegan,Dairy,Snacks,737,High Protein,Vegan Smoothie
944,62,Male,1695,None,Nuts,Snacks,517,Low Carb,Steak and Vegetables
945,37,Female,2880,Gluten-Free,Nuts,Snacks,771,Balanced,Quinoa Bowl
946,32,Male,1759,Vegan,Nuts,Lunch,537,High Protein,Grilled Chicken Salad
947,39,Female,3398,Vegetarian,None,Lunch,493,Balanced,Steak and Vegetables
948,49,Male,2457,None,Dairy,Dinner,427,Low Carb,Quinoa Bowl
949,23,Male,2344,Vegan,None,Dinner,751,High Fat,Steak and Vegetables
950,55,Male,1914,Gluten-Free,Dairy,Snacks,393,Balanced,Quinoa Bowl
951,64,Female,3345,Vegetarian,Nuts,Breakfast,557,High Protein,Quinoa Bowl
952,50,Male,3322,Gluten-Free,None,Dinner,745,Low Carb,Quinoa Bowl
953,28,Female,2683,Vegan,Dairy,Lunch,488,Low Carb,Steak and Vegetables
954,45,Female,2947,Gluten-Free,Dairy,Breakfast,459,High Fat,Steak and Vegetables
955,20,Male,2271,Vegan,None,Dinner,305,Balanced,Quinoa Bowl
956,63,Female,1858,Vegetarian,Dairy,Breakfast,613,High Protein,Vegan Smoothie
957,20,Male,3272,None,None,Dinner,748,Low Carb,Steak and Vegetables
958,46,Female,3298,Vegan,None,Snacks,405,Low Carb,Grilled Chicken Salad
959,28,Female,2451,None,Nuts,Snacks,386,High Protein,Vegan Smoothie
960,54,Male,2836,None,Shellfish,Breakfast,417,High Protein,Steak and Vegetables
961,62,Male,3465,None,Nuts,Lunch,584,High Fat,Grilled Chicken Salad
962,60,Male,1617,None,Nuts,Lunch,548,High Fat,Quinoa Bowl
963,49,Female,1932,Gluten-Free,Nuts,Snacks,416,High Fat,Grilled Chicken Salad
964,32,Male,3341,Gluten-Free,None,Snacks,563,High Fat,Steak and Vegetables
965,21,Female,3148,Vegan,None,Lunch,681,Low Carb,Quinoa Bowl
966,49,Female,2391,None,Nuts,Snacks,610,High Protein,Quinoa Bowl
967,60,Female,3468,Gluten-Free,None,Dinner,598,Low Carb,Quinoa Bowl
968,51,Male,1753,Gluten-Free,Nuts,Snacks,515,High Protein,Vegan Smoothie
969,27,Female,2091,Gluten-Free,Dairy,Breakfast,481,High Protein,Quinoa Bowl
970,47,Male,2241,None,Nuts,Snacks,568,Low Carb,Vegan Smoothie
971,58,Male,1926,Vegetarian,Dairy,Snacks,695,Low Carb,Steak and Vegetables
972,35,Male,3100,None,Shellfish,Lunch,752,High Fat,Steak and Vegetables
